Listid,Listname,listPublished,Published,Sectorcode,Status,Competitorid,Fiscode,Lastname,Firstname,Nationcode,Gender,Birthdate,Skiclub,Nationalcode,Competitorname,Birthyear,Calculationdate,DHpoints,DHpos,DHSta,SLpoints,SLpos,SLSta,GSpoints,GSpos,GSSta,SGpoints,SGpos,SGSta,ACpoints,ACpos,ACSta
412,"21st FIS points list 2024/25",1,1,AL,O,272364,40765,SCHMIDT,Riley,AUS,M,2004-08-16,,,"SCHMIDT Riley",2004,15-04-2025,421.88,2047,*,203.82,5029,,218.52,5241,,379.11,3340,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,203962,202943,SCHMIDT,Tobias,GER,M,1999-02-28,"TSV 1860 Muenchen",,"SCHMIDT Tobias",1999,15-04-2025,,,,107.22,3294,*,263.34,5505,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,282836,207104,SCHMIED,Alina,GER,W,2006-04-20,"SC Schoeneck",,"SCHMIED Alina",2006,15-04-2025,,,,165.07,2996,*,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,212842,516611,SCHMITT,Janine,SUI,W,2000-10-26,"Graue Hoerner Mels",SUI,"SCHMITT Janine",2000,15-04-2025,20.63,49,,47.56,674,*,20.33,81,,22.16,54,,221.72,167,*
412,"21st FIS points list 2024/25",1,1,AL,O,279699,10001183,SCHMOELZ-DOSEDEL,Fabian,AUT,M,2007-07-19,"SV Union Wienerviertel",,"SCHMOELZ-DOSEDEL Fabian",2007,15-04-2025,,,,110.90,3405,,136.64,4103,*,159.14,2109,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,264672,54899,SCHMUCK,Vinzent,AUT,M,2005-03-01,,,"SCHMUCK Vinzent",2005,15-04-2025,,,,44.97,977,*,48.54,1156,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,125966,511810,SCHNEEBERGER,Stefan,SUI,M,1991-01-23,"SC Escholzmatt",SUI,"SCHNEEBERGER Stefan",1991,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284526,240184,SCHNEIDER,Bruno,HUN,M,2008-04-23,"Korte HVSE",,"SCHNEIDER Bruno",2008,15-04-2025,,,,87.14,2649,,120.69,3716,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269461,207043,SCHNEIDER,Leah,GER,W,2006-07-15,"SC Leitzachtal",,"SCHNEIDER Leah",2006,15-04-2025,,,,191.12,3232,*,154.89,2829,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277408,240181,SCHNEIDER,Milan,HUN,M,2007-02-27,"Korte HVSE",,"SCHNEIDER Milan",2007,15-04-2025,,,,62.46,1689,,66.30,1911,*,103.36,1165,*,292.15,656,*
412,"21st FIS points list 2024/25",1,1,AL,O,286524,6534673,SCHNEIDER,Nicholas,USA,M,2008-10-29,,6629168,"SCHNEIDER Nicholas",2008,15-04-2025,,,,181.59,4783,,249.77,5439,+,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,274649,6534213,SCHNIPPER,Leo,USA,M,2004-05-26,"Vermont State University Castleton Ski Team",6826298,"SCHNIPPER Leo",2004,15-04-2025,,,,175.36,4701,,196.50,5029,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,278044,6297112,SCHOELZHORN,Ivy,ITA,W,2007-06-27,"RENNGEMEINSCHAFT WIPPTAL A.S.V.",ITA58275,"SCHOELZHORN Ivy",2007,15-04-2025,47.75,140,,65.49,1156,*,32.30,327,,38.91,131,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,286248,6538195,SCHOENFELD,Tahli,USA,W,2007-06-16,"Berkshire East",7064497,"SCHOENFELD Tahli",2007,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285462,10001564,SCHOENHUBER,Theo,ITA,M,2008-06-25,"A.S.D. KRONPLATZ SKI-TEAM",ITA61893,"SCHOENHUBER Theo",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,211897,56491,SCHOEPF,Emily,AUT,W,2000-03-26,,,"SCHOEPF Emily",2000,15-04-2025,17.80,43,*,158.43,2918,*,50.04,762,*,21.50,51,*,189.35,111,*
412,"21st FIS points list 2024/25",1,1,AL,O,285670,10001576,SCHOEPF,Leon,ITA,M,2008-10-03,"ASV VINSCHGER OBERLAND",ITA62880,"SCHOEPF Leon",2008,15-04-2025,,,,211.44,5098,+,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,278751,56796,SCHOEPF,Maria,AUT,W,2007-01-16,"SC Soelden/Hochsoelden",,"SCHOEPF Maria",2007,15-04-2025,,,,57.33,934,,84.61,1702,,130.24,926,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271582,56776,SCHOEPF,"Sophie Anna",AUT,W,2005-02-17,,,"SCHOEPF Sophie Anna",2005,15-04-2025,,,,205.87,3337,+,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,280222,56813,SCHOEPF,Valentina,AUT,W,2007-11-09,"Skiclub Gurgl 1911",,"SCHOEPF Valentina",2007,15-04-2025,,,,102.49,2075,,121.48,2394,,141.28,1031,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,279105,45539,SCHOERGHOFER,Chiara,AUS,W,2007-07-16,"USK Raika Filzmoos",,"SCHOERGHOFER Chiara",2007,15-04-2025,,,,88.96,1774,,79.48,1576,,96.20,598,,473.46,517,*
412,"21st FIS points list 2024/25",1,1,AL,O,278538,54980,SCHOERGHOFER,Felix,AUT,M,2007-12-15,"USK Raika Filzmoos",,"SCHOERGHOFER Felix",2007,15-04-2025,,,,,,,121.32,3732,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,293834,705582,Schonwiesnerova,Sara,SVK,W,2008-03-10,"SnowSports Club Vysoké Tatry",SVK,"Schonwiesnerova Sara",2008,15-04-2025,,,,196.97,3280,,157.02,2858,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,278417,151579,SCHOVANEK,Simon,CZE,M,2007-04-23,,,"SCHOVANEK Simon",2007,15-04-2025,,,,,,,149.75,4360,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269170,6534004,SCHRADY,Jack,USA,M,2006-03-09,"Sugar Bowl Ski Team and Academy",6545564,"SCHRADY Jack",2006,15-04-2025,103.74,762,,34.60,570,,34.92,566,,85.69,828,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,252441,512618,SCHRAG,Yann,SUI,M,2004-01-29,Schwarzsee,SUI,"SCHRAG Yann",2004,15-04-2025,69.08,381,*,109.50,3371,*,24.46,221,,44.52,275,,385.20,876,*
412,"21st FIS points list 2024/25",1,1,AL,O,203282,202926,SCHRAMM,Jacob,GER,M,1999-01-08,"SC Bad Aibling",,"SCHRAMM Jacob",1999,15-04-2025,27.78,128,*,464.66,5910,*,58.50,1574,*,19.00,73,*,202.71,362,*
412,"21st FIS points list 2024/25",1,1,AL,O,277394,207081,SCHRANNER,Sarah,GER,W,2007-02-05,"SC Auerbach Inngau",,"SCHRANNER Sarah",2007,15-04-2025,,,,41.86,544,,55.70,930,,91.22,551,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271373,10000793,SCHRANZ,Andrea,ITA,M,2006-12-27,"S.C. MACUGNAGA A.S.D.",ITA56465,"SCHRANZ Andrea",2006,15-04-2025,81.45,502,,83.67,2522,,56.93,1514,,81.00,741,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,245967,6294677,SCHRANZHOFER,Hannes,ITA,M,2003-07-31,"AMATEURSPORTCLUB GSIESERTAL",ITA46917,"SCHRANZHOFER Hannes",2003,15-04-2025,,,,29.57,400,*,46.69,1073,*,51.06,344,*,574.29,1082,*
412,"21st FIS points list 2024/25",1,1,AL,O,286852,10001641,SCHRATL,Luca,AUT,M,2008-09-20,"WSC Bramberg",,"SCHRATL Luca",2008,15-04-2025,106.69,810,,75.51,2222,,69.12,2025,,86.78,841,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,293009,10001844,SCHREIBER,"Jordi Franco",ITA,M,2007-12-19,"S.C. MONTE CERVINO A.S.D.",ITA60019,"SCHREIBER Jordi Franco",2007,15-04-2025,,,,,,,182.65,4865,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,252525,56663,SCHRENK,Cara,AUT,W,2004-04-25,"SC Edelweiss",,"SCHRENK Cara",2004,15-04-2025,,,,77.20,1473,*,,,,98.70,626,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,288150,203399,SCHRETTER,Emil,GER,M,2008-03-03,"SC Garmisch",,"SCHRETTER Emil",2008,15-04-2025,97.89,701,,82.32,2466,,53.62,1362,,78.62,693,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,262515,207029,SCHREZENMEIER,Sophia,GER,W,2005-06-20,"SC Lenggries",,"SCHREZENMEIER Sophia",2005,15-04-2025,,,,49.42,715,*,85.23,1715,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,270024,516859,SCHUERPF,Carina,SUI,W,2006-02-04,"SC Hochstuckli-Sattel",SUI,"SCHUERPF Carina",2006,15-04-2025,,,,108.00,2171,*,95.13,1923,,153.46,1122,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,279813,56810,SCHULER,Elisa,AUT,W,2007-04-16,"SV Leins",,"SCHULER Elisa",2007,15-04-2025,,,,46.68,650,,52.15,817,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,261989,203262,SCHULLER,Daniel,GER,M,2005-01-10,"SC Aising Pang",,"SCHULLER Daniel",2005,15-04-2025,310.35,1940,*,57.16,1463,*,64.02,1798,*,106.99,1233,*,438.56,951,*
412,"21st FIS points list 2024/25",1,1,AL,O,279795,207094,SCHULTE,Sarah,GER,W,2007-06-14,"SC Bayer Leverkusen",,"SCHULTE Sarah",2007,15-04-2025,,,,163.29,2980,,146.05,2722,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,240444,6533363,SCHULTZ,Tucker,USA,M,2003-11-01,,6327233,"SCHULTZ Tucker",2003,15-04-2025,,,,,,,93.41,2933,+,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,273385,6537846,SCHULZ,Kendall,USA,W,2005-01-01,,7084086,"SCHULZ Kendall",2005,15-04-2025,,,,123.26,2425,,187.24,3184,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260636,6537477,SCHUPP,Sophia,USA,W,2005-09-27,"Northwood School",6625154,"SCHUPP Sophia",2005,15-04-2025,303.26,1010,*,195.80,3275,*,160.61,2905,*,208.90,1480,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277522,10001107,SCHUSTER,Luis,ITA,M,2007-10-10,"A.S.D. KRONPLATZ SKI-TEAM",ITA59350,"SCHUSTER Luis",2007,15-04-2025,55.24,290,,76.97,2271,*,79.05,2407,,47.72,309,,203.04,364,*
412,"21st FIS points list 2024/25",1,1,AL,O,279717,10001190,SCHUSTER,Tobias,AUT,M,2007-12-20,"WSV Koblach",,"SCHUSTER Tobias",2007,15-04-2025,104.68,774,,63.60,1733,,60.30,1653,,88.19,867,,300.73,686,*
412,"21st FIS points list 2024/25",1,1,AL,O,278433,207085,SCHUTZBACH,Nele,GER,W,2007-01-31,"SC Mahlstetten",,"SCHUTZBACH Nele",2007,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,270580,56760,SCHWAB,Lara,AUT,W,2006-11-03,"Kufsteiner Skilaufer-Vereinigung",,"SCHWAB Lara",2006,15-04-2025,,,,42.23,550,,44.38,606,,92.15,562,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,126647,202345,SCHWAIGER,Dominik,GER,M,1991-05-01,"WSV Koenigssee",,"SCHWAIGER Dominik",1991,15-04-2025,21.27,91,*,679.50,6050,*,176.22,4777,*,28.82,144,*,300.72,685,*
412,"21st FIS points list 2024/25",1,1,AL,O,279076,207090,SCHWAIGER,Rosanna,GER,W,2007-02-19,"SC Lenggries",,"SCHWAIGER Rosanna",2007,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,267282,6533966,SCHWARTZ,"Jay Oliver",USA,M,2003-05-21,"Farmington Ski Club",6334923,"SCHWARTZ Jay Oliver",2003,15-04-2025,,,,186.03,4831,,259.30,5492,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,238989,203164,SCHWARZ,Andreas,GER,M,2003-07-05,"SC Winzer",,"SCHWARZ Andreas",2003,15-04-2025,,,,112.71,3457,*,108.98,3398,*,285.21,3035,*,572.40,1081,*
412,"21st FIS points list 2024/25",1,1,AL,O,287397,56848,SCHWARZ,Anna-Katharina,AUT,W,2008-03-29,"SC Schottwien Ma.Schutz",,"SCHWARZ Anna-Katharina",2008,15-04-2025,,,,151.63,2837,,125.56,2438,,168.16,1232,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,263753,56732,SCHWARZ,Elisa,AUT,W,2005-10-21,"SC Edelweiss",,"SCHWARZ Elisa",2005,15-04-2025,,,,101.55,2054,,111.31,2215,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260944,203240,SCHWARZ,Fabian,GER,M,2005-01-17,"DAV Peissenberg",,"SCHWARZ Fabian",2005,15-04-2025,257.03,1826,*,167.30,4587,*,182.43,4859,*,242.90,2783,*,339.89,786,*
412,"21st FIS points list 2024/25",1,1,AL,O,292585,109092,SCHWARZ,Laura,CAN,W,2008-10-26,Summit,,"SCHWARZ Laura",2008,15-04-2025,,,,166.61,3015,,192.44,3225,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,169280,54320,SCHWARZ,Marco,AUT,M,1995-08-16,"SC Bad Kleinkirchheim - Kaernten",,"SCHWARZ Marco",1995,15-04-2025,13.31,45,*,0.79,10,*,5.61,17,,2.10,4,*,2.16,2,*
412,"21st FIS points list 2024/25",1,1,AL,O,232755,203125,SCHWARZ,Maximilian,GER,M,2002-12-19,"DAV Peissenberg",,"SCHWARZ Maximilian",2002,15-04-2025,31.51,142,,53.49,1299,*,61.21,1694,*,20.56,81,,171.62,231,*
412,"21st FIS points list 2024/25",1,1,AL,O,262423,56714,SCHWARZENAUER,Lena,AUT,W,2005-01-04,"Ski Club Alpbach",,"SCHWARZENAUER Lena",2005,15-04-2025,,,,50.02,738,,51.19,787,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284915,512823,SCHWECHLER,Martin,SUI,M,2008-04-21,Veysonnaz,SUI,"SCHWECHLER Martin",2008,15-04-2025,90.28,602,,64.99,1790,,82.70,2537,,92.95,963,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,262452,6537567,SCHWEIGER,Ava,USA,W,2005-06-23,"Sun Valley Ski Education Fnd",6466892,"SCHWEIGER Ava",2005,15-04-2025,,,,74.12,1387,*,92.05,1852,*,155.23,1137,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,286856,56841,SCHWEIGHOFER,Ruth,AUT,W,2008-02-26,"TVN Sparkasse Colop Wels",,"SCHWEIGHOFER Ruth",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285463,6297352,SCHWEIGL,Sophie,ITA,W,2008-09-21,"A.S.D. KRONPLATZ SKI-TEAM",ITA62759,"SCHWEIGL Sophie",2008,15-04-2025,88.40,313,,39.42,496,,42.45,558,,59.99,262,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269583,203297,SCHWEISS,"Paul Georg",GER,M,2006-03-03,"SVL Kirchheim unter Teck",,"SCHWEISS Paul Georg",2006,15-04-2025,,,,128.51,3813,*,314.04,5697,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285757,6191914,SCHWEITZER,Benjamin,FRA,M,2008-04-05,"SKIEURS DU TANET",2689610,"SCHWEITZER Benjamin",2008,15-04-2025,,,,179.32,4758,,176.55,4781,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,238306,115279,SCHWENCKE,Matilde,CHI,W,2003-11-28,"La Parva",,"SCHWENCKE Matilde",2003,15-04-2025,70.70,225,*,51.26,772,*,52.61,834,*,83.49,458,*,286.11,281,*
412,"21st FIS points list 2024/25",1,1,AL,O,285874,6297367,SCHWIENBACHER,Nina,ITA,W,2008-10-20,"AMATEURSKICLUB ORTLER RAIFFEISEN",ITA63047,"SCHWIENBACHER Nina",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,270549,512739,SCHWIZGEBEL,Tim,SUI,M,2006-06-16,Saanen,SUI,"SCHWIZGEBEL Tim",2006,15-04-2025,146.47,1218,*,42.52,887,,59.28,1612,,93.46,979,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,287645,6297448,SCIALOM,Federica,ITA,W,2008-10-10,"G.B. SKI CLUB A.D.",ITA62957,"SCIALOM Federica",2008,15-04-2025,,,,,,,239.04,3543,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,281355,6297216,SCIAMMARO,Valentina,ITA,W,2007-03-08,"U.O.E.I. TREVISO A.S.D.",ITA57194,"SCIAMMARO Valentina",2007,15-04-2025,,,,181.18,3154,*,179.06,3093,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277292,10001086,SCIULLI,"Marco Aurelio",ITA,M,2007-09-29,"S.C. AOSTA A.S.D.",ITA59247,"SCIULLI Marco Aurelio",2007,15-04-2025,,,,,,,196.30,5026,+,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,292859,6297539,SCLAFANI,Matilde,ITA,W,2008-11-06,"S.C. VALCHISONE A.S.D.",ITA63210,"SCLAFANI Matilde",2008,15-04-2025,,,,206.18,3340,,245.07,3576,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,274562,10000980,SCOLA,Gabriele,ITA,M,2006-09-27,"S.C. VAL BIOIS A.S.D.",ITA55640,"SCOLA Gabriele",2006,15-04-2025,,,,,,,166.16,4643,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,287634,6534704,SCOTT,Chipper,USA,M,2008-07-25,"Team Gilboa Ski Club of MN Inc.",6944522,"SCOTT Chipper",2008,15-04-2025,,,,108.97,3348,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271799,225873,SCOTT,Kizzy,GBR,W,2006-12-05,"Grampian Snowsports Club",GBR,"SCOTT Kizzy",2006,15-04-2025,,,,174.98,3097,*,149.12,2766,*,189.09,1364,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285624,109017,SCOTT,Madeleine,CAN,W,2008-09-26,TYEE,CAN,"SCOTT Madeleine",2008,15-04-2025,330.13,1047,,164.51,2988,,165.31,2955,,229.19,1585,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285718,6534570,SCOTT,Sam,USA,M,2008-03-06,"Proctor Academy",6865258,"SCOTT Sam",2008,15-04-2025,,,,231.62,5261,+,218.06,5240,,262.65,2921,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,237937,502583,SCOTT,Vilgot,SWE,M,2003-11-07,"IFK Arvidsjaur Alpina",SWE,"SCOTT Vilgot",2003,15-04-2025,,,,43.14,913,,67.75,1972,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,283695,6297311,SCOTTA,Marta,ITA,W,2007-02-18,"S.C. CORTINA A.S.D.",ITA57005,"SCOTTA Marta",2007,15-04-2025,,,,87.25,1723,,71.41,1361,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284695,6297322,SCRIVANI,Anna,ITA,W,2008-07-09,"S.C. LA THUILE-RUTOR A.S.D.",ITA62027,"SCRIVANI Anna",2008,15-04-2025,,,,233.38,3516,,325.97,3833,+,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,212392,6532632,SCROGGINS,Tucker,USA,M,2000-08-18,Willycamp,6315612,"SCROGGINS Tucker",2000,15-04-2025,134.86,1105,*,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,220033,6293753,SCUSSEL,Federico,ITA,M,2001-01-02,"G.S. FIAMME AZZURRE",ITA42544,"SCUSSEL Federico",2001,15-04-2025,40.96,187,,197.96,4965,*,40.71,814,*,41.59,240,,162.30,196,*
412,"21st FIS points list 2024/25",1,1,AL,O,202735,6532340,SEABORG,Brad,USA,M,1999-05-09,"Northern Michigan University",6209332,"SEABORG Brad",1999,15-04-2025,,,,48.87,1118,*,80.96,2471,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277157,6534272,SEBEK,Denny,USA,M,2007-10-12,"New York Ski Ed Foundation",6741286,"SEBEK Denny",2007,15-04-2025,131.32,1068,,65.53,1809,,56.75,1507,,128.32,1646,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,283547,6297306,SECCHI,Camilla,ITA,W,2006-10-02,"COORDINAMENTO S.C. VALBORMIDA A.D.",ITA55695,"SECCHI Camilla",2006,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,273784,10000920,SECCO,Giovanni,ITA,M,2006-03-30,"CIRCOLO SCIATORI MADESIMO A.S.D.",ITA53930,"SECCO Giovanni",2006,15-04-2025,85.29,540,,56.31,1424,,51.78,1291,,54.90,374,,224.69,445,*
412,"21st FIS points list 2024/25",1,1,AL,O,55355,470003,SECK,Leyti,SEN,M,1981-01-21,,,"SECK Leyti",1981,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,278822,496725,"SECO SANCHEZ",Alejandra,ESP,W,2007-06-27,"C.D.E. MITICO CLUB",ESP,"SECO SANCHEZ Alejandra",2007,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285686,109025,SEDDON,Madelyn,CAN,W,2008-09-02,WINDERMERE,CAN,"SEDDON Madelyn",2008,15-04-2025,,,,144.68,2755,,149.39,2769,,221.25,1532,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,261744,151474,SEDLACEK,Michal,CZE,M,2005-06-12,,,"SEDLACEK Michal",2005,15-04-2025,,,,825.71,6102,*,495.77,6017,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,270791,54939,SEEBACHER,Kris,AUT,M,2006-10-20,"ASVOE Skiklub Raiffeisen Admont/Hall",,"SEEBACHER Kris",2006,15-04-2025,,,,95.77,2942,,86.65,2686,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260970,207013,SEEBACHER,Lisa,GER,W,2005-02-18,"TUS Raubling",,"SEEBACHER Lisa",2005,15-04-2025,51.97,152,,74.41,1398,*,47.29,697,,44.00,160,,404.10,455,*
412,"21st FIS points list 2024/25",1,1,AL,O,278750,54983,SEEBACHER,"Mattias Helmut",AUT,M,2007-04-26,"SV Sistrans",,"SEEBACHER Mattias Helmut",2007,15-04-2025,,,,93.40,2864,,91.91,2874,,86.92,844,*,299.29,677,*
412,"21st FIS points list 2024/25",1,1,AL,O,277398,203336,SEEGER,Paul,GER,M,2007-04-24,"SZ Leutkirch",,"SEEGER Paul",2007,15-04-2025,,,,125.21,3738,*,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284556,516935,SEEHOLZER,Leonie,SUI,W,2008-02-14,Flumserberg,SUI,"SEEHOLZER Leonie",2008,15-04-2025,,,,137.54,2651,,113.45,2254,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,276961,203330,SEELAENDER,Moritz,GER,M,2007-06-05,"WSV Muenchen",,"SEELAENDER Moritz",2007,15-04-2025,,,,52.35,1255,,78.12,2380,,171.79,2261,+,,,
412,"21st FIS points list 2024/25",1,1,AL,O,287392,56846,SEETHALER,Raphaela,AUT,W,2008-07-26,"SV Thiersee",,"SEETHALER Raphaela",2008,15-04-2025,,,,73.02,1357,,97.04,1954,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,273214,947034,SEFAJ,Enxhi,KOS,W,2006-06-09,Borea,,"SEFAJ Enxhi",2006,15-04-2025,,,,212.33,3395,*,338.51,3866,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,287072,947035,SEFAJ,Klara,KOS,W,2008-01-12,Borea,KOS,"SEFAJ Klara",2008,15-04-2025,,,,,,,441.23,3984,+,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,210340,525106,SEFLEK,Ceren,TUR,W,1999-10-06,,TUR,"SEFLEK Ceren",1999,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,210341,525107,SEFLEK,Gizem,TUR,W,1998-04-13,,TUR,"SEFLEK Gizem",1998,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277360,156209,SEFRANKOVA,Sara,CZE,W,2007-10-08,,,"SEFRANKOVA Sara",2007,15-04-2025,,,,225.97,3472,*,235.22,3517,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,244862,6294628,SEGALA,Filippo,ITA,M,2003-06-10,"GRUPPO SPORTIVO FIAMME ORO",ITA46654,"SEGALA Filippo",2003,15-04-2025,,,,24.98,255,,36.95,670,,199.26,2500,*,817.74,1177,*
412,"21st FIS points list 2024/25",1,1,AL,O,164059,104272,SEGER,Brodie,CAN,M,1995-12-28,WMSC,CAN,"SEGER Brodie",1995,15-04-2025,10.43,29,,165.32,4552,*,71.77,2109,*,20.92,85,,87.30,29,*
412,"21st FIS points list 2024/25",1,1,AL,O,189311,104539,SEGER,Riley,CAN,M,1997-04-21,WMSC,CAN,"SEGER Riley",1997,15-04-2025,25.80,120,,81.66,2443,*,21.55,115,*,15.18,50,*,148.31,154,*
412,"21st FIS points list 2024/25",1,1,AL,O,271800,10000808,SEGHI,Matteo,ITA,M,2006-10-04,"S.C. SESTOLA A.S.D.",ITA55724,"SEGHI Matteo",2006,15-04-2025,98.29,708,*,55.31,1381,*,63.13,1769,,78.82,697,*,203.21,369,*
412,"21st FIS points list 2024/25",1,1,AL,O,239862,6533323,SEGRE,Sebastian,USA,M,2003-05-30,"Middlebury College Ski Team",6400751,"SEGRE Sebastian",2003,15-04-2025,525.47,2115,*,35.72,614,,37.18,678,,227.19,2699,*,466.95,990,*
412,"21st FIS points list 2024/25",1,1,AL,O,273730,962453,SEHLI,Ghayda,KSA,W,1993-12-25,,,"SEHLI Ghayda",1993,15-04-2025,,,,,,,999.99,4147,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,282581,260492,SEID,Seyedabolfazl,IRI,M,2007-10-17,,,"SEID Seyedabolfazl",2007,15-04-2025,,,,160.82,4479,,233.35,5343,,477.62,3500,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,228367,54696,SEIDLER,Ralph,AUT,M,2002-01-12,"Wsv Schladming",,"SEIDLER Ralph",2002,15-04-2025,494.82,2092,*,20.00,98,,23.00,138,,240.57,2772,*,407.51,901,*
412,"21st FIS points list 2024/25",1,1,AL,O,239659,151388,SEIFERT,William,CZE,M,2003-09-05,,,"SEIFERT William",2003,15-04-2025,,,,161.62,4493,*,263.97,5509,*,228.24,2707,*,357.45,826,*
412,"21st FIS points list 2024/25",1,1,AL,O,264678,512704,SEILER,Benluca,SUI,M,2005-07-09,"SC Flumserberg",SUI,"SEILER Benluca",2005,15-04-2025,61.00,320,,84.57,2559,*,57.24,1528,,73.86,625,,525.06,1046,*
412,"21st FIS points list 2024/25",1,1,AL,O,283873,6302276,SEINO,Masataka,JPN,M,2007-08-30,,,"SEINO Masataka",2007,15-04-2025,,,,294.20,5587,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285179,308740,SEIRI,Kino,JPN,W,2008-02-12,,,"SEIRI Kino",2008,15-04-2025,,,,55.48,880,,45.13,631,,,,,,,
